Sentence,Noun,Pronoun
He is too idealistic to make compromises.,['compromises'],['He']
"When departure time got closer, she became irritable.","['departure', 'time']",['she']
I feel nostalgic when I am away for too long.,[],"['I', 'I']"
He was feeling nostalgic each time he saw her.,['time'],"['He', 'he', 'her']"
I am certain it is going to rain.,[],"['I', 'it']"
Your idea is completely utopian.,['idea'],['Your']
It would be wiser to change your behavior.,['behavior'],"['It', 'your']"
"He is rather effeminate, but girls like it.",['girls'],"['He', 'it']"
This drug suppresses your appetite.,"['drug', 'appetite']",['your']
"I am really thirsty, is there something to drink ?",[],"['I', 'there', 'something']"
"I am hungry, shall we go out to eat ?",[],"['I', 'we']"
I was afraid I would fail.,[],"['I', 'I']"
This dog is very fearful.,['dog'],[]
I am convinced he will not finish his studies.,['studies'],"['I', 'he', 'his']"
He felt empathy for his brother.,['brother'],"['He', 'his']"
People could feel the irony in his words.,"['People', 'irony', 'words']",['his']
"He is being ironic, do not take him seriously.",[],"['He', 'him']"
I am a fervent defender of this ideology.,"['defender', 'ideology']",['I']
Self-esteem is necessary to succeed in life.,"['Self', 'esteem', 'life']",[]
He is very touchy on this subject.,['subject'],['He']
His touchiness was beginning to annoy his circle.,"['touchiness', 'circle']","['His', 'his']"
Their argument lasted for hours.,"['argument', 'hours']",['Their']
You do not have any valid argument to justify your actions.,"['argument', 'actions']","['You', 'your']"
Their friendship did not change over the years.,"['friendship', 'years']",['Their']
His attitude towards work does not change.,"['attitude', 'work']",['His']
Slaves used to work in salt mines.,"['Slaves', 'salt', 'mines']",[]
They extract metal from this rock.,"['metal', 'rock']",['They']
Gold is a precious metal.,"['Gold', 'metal']",[]
Diamonds have been stolen from a jeweller's.,"['Diamonds', 'jeweller']",[]
The price of gold keeps on increasing.,"['price', 'gold']",[]
Silver becomes oxidized easily.,['Silver'],[]
The yield of the factory decreased dramatically because of the strikes.,"['yield', 'factory', 'strikes']",[]
The price of oil is increasing.,"['price', 'oil']",[]
The oil refinery has been sabotaged by the rebels.,"['oil', 'refinery', 'rebels']",[]
The cement is hardening very quickly.,['cement'],[]
Aluminium is a light metal.,['metal'],[]
A bronze shield dating back to antiquity has been found.,"['bronze', 'shield', 'antiquity']",[]
A crane has been built in less than a week.,"['crane', 'week']",['a']
A bulldozer has been rented for a week.,"['bulldozer', 'week']",[]
She put on a clay face pack.,"['clay', 'face', 'pack']",['She']
"Be careful, this glass table is fragile.","['glass', 'table']",[]
Bronze is made of copper and pewter.,"['copper', 'pewter']",[]
We bought a marble table.,"['marble', 'table']",['We']
The plastic melted because of the sun.,"['plastic', 'sun']",[]
This axe is made of stainless steel.,"['axe', 'steel']",[]
We use stone to build houses in this area.,"['stone', 'houses', 'area']",['We']
The business of illegal wood is a scourge.,"['business', 'wood', 'scourge']",[]
The roof is made in sheet zinc.,"['roof', 'sheet', 'zinc']",[]
Their boss imposes an infernal cadence on them.,"['boss', 'cadence']","['Their', 'them']"
This rock melts at 1000°C.,"['rock', 'melts']",[]
The factory is occupied by the workers.,"['factory', 'workers']",[]
The textile industry employs thousands of people in this region.,"['textile', 'industry', 'thousands']",[]
The French steel industry is in crisis.,"['steel', 'industry', 'crisis']",[]
Goods are unloaded on the docks.,"['Goods', 'docks']",[]
The working tempo is unbearable.,['tempo'],[]
The purchase of machines is the main investment.,"['purchase', 'machines', 'investment']",[]
The manufacturing of production cars expanded in the twentieth century.,"['manufacturing', 'production', 'cars']",[]
A black smoke is coming out of the chimney.,"['smoke', 'chimney']",[]
The chimney sweep was covered in soot.,"['chimney', 'sweep', 'soot']",[]
The production line runs 24 hours a day.,"['production', 'line', 'hours']",[]
The manufacturers are careful about the packaging of their products.,"['manufacturers', 'packaging', 'products']",['their']
This company has logistic problems.,"['company', 'problems']",[]
He represents the lobby of arms industry.,"['lobby', 'arms', 'industry']",['He']
The automotive industry sector is undergoing massive changes.,"['industry', 'sector', 'changes']",[]
This actor starred in about ten movies.,"['actor', 'movies']",[]
She is the most famous actress of her time.,"['actress', 'time']","['She', 'her']"
The accountant has a key role in the company.,"['accountant', 'role', 'company']",[]
I wanted to become a chemist but I could not afford the studies.,"['chemist', 'studies']","['I', 'I']"
A good biologist has to know about both physics and chemistry.,"['biologist', 'physics', 'chemistry']",[]
It is an American physicist who got the Nobel prize this year.,"['physicist', 'prize', 'year']","['It', 'who']"
The carpenter makes the roof structure of the house.,"['carpenter', 'roof', 'structure']",[]
The butcher has been fired.,['butcher'],[]
Her wife hired a private detective to keep an eye on him.,"['wife', 'detective', 'eye']","['Her', 'him']"
The electrician came by but he could not solve the problem.,"['electrician', 'problem']",['he']
The economists have doubts as to the measures which have been taken.,"['economists', 'doubts', 'measures']",['which']
I slept in a fishermen village.,"['fishermen', 'village']",['I']
"Usually, the gardener works on mornings.","['gardener', 'mornings']",[]
The garbage men's strike had disastrous consequences.,"['garbage', 'men', 'strike']",[]
Historians cannot come to an agreement which one another on the date of this document.,"['Historians', 'agreement', 'one']",['which']
The jeweler has been robbed again.,['jeweler'],[]
The magician is performing magic tricks in the room at the back.,"['magician', 'tricks', 'room']",[]
The masseur is charging a lot.,"['masseur', 'lot']",[]
He has been doing fashion shots since he became a model.,"['fashion', 'shots', 'model']","['He', 'he']"
Musicians have a hard time earning their lives around here.,"['Musicians', 'time', 'lives']",['their']
The chemist sold medicines past their use-by dates.,"['chemist', 'medicines', 'use']",['their']
A photographer has been hired for the wedding.,"['photographer', 'wedding']",[]
Plato is one of the most famous Greek philosophers.,['philosophers'],[]
He wants to become a pilot.,['pilot'],['He']
The psychologist raised his fees.,"['psychologist', 'fees']",['his']
He is a well-known singer in his country.,"['singer', 'country']","['He', 'his']"
Soldiers had a week's leave.,"['Soldiers', 'week', 'leave']",[]
My tailor is rich.,['tailor'],['My']
The sermon of the priest had a huge effect.,"['sermon', 'priest', 'effect']",[]
Monks were praying silently.,['Monks'],[]
Seasonnals have been hired for the harvest of the apples.,"['Seasonnals', 'harvest', 'apples']",[]
This writer wrote best sellers.,"['writer', 'sellers']",[]
Did the postman come by this morning ?,"['postman', 'morning']",[]
Botanists have to learn the Latin names of plants by heart.,"['Botanists', 'names', 'plants']",[]
Zoologists study animals.,['animals'],[]
Geologists study the geological history of the area.,"['Geologists', 'history', 'area']",[]
The detective has been indicted.,['detective'],[]
The slater fixes the roof.,"['slater', 'roof']",[]
A mason has been hired to build the wall.,"['mason', 'wall']",[]
The fees of the psychoanalyst are high.,"['fees', 'psychoanalyst']",[]
I am going to take an appointment with a physiotherapist for my back problems.,"['appointment', 'physiotherapist', 'back']","['I', 'my']"
The nurse is taking care of the sick.,"['nurse', 'care', 'sick']",[]
The midwife arrived just in time for the labour.,"['midwife', 'time', 'labour']",[]
The dentist took out my wisdom teeth.,"['dentist', 'wisdom', 'teeth']",['my']
They are a family of very wealthy industrialists.,"['family', 'industrialists']",['They']
The business man looked as if he was in a hurry.,"['business', 'man', 'hurry']",['he']
The diplomats are looking for a peaceful solution.,"['diplomats', 'solution']",[]
The ambassador has been repatriated because of the attack of the embassy.,"['ambassador', 'attack', 'embassy']",[]
The grocer closed down last month.,"['grocer', 'month']",[]
The delivery man came by this morning.,"['delivery', 'man', 'morning']",[]
I am going to watch the rugby match tonight.,"['rugby', 'match', 'tonight']",['I']
Do you know the rules of baseball ?,"['rules', 'baseball']",['you']
Indian people have a passion for cricket.,"['people', 'passion', 'cricket']",[]
We are going to meet in a bar.,['bar'],['We']
"We are going to a nightclub on Saturday, do you want to come along ?",['nightclub'],"['We', 'you']"
Would you like to go to dance ?,['dance'],['you']
You cannot drink so much alcohol if you are driving.,['alcohol'],"['You', 'you']"
She was charmed by his accent.,['accent'],"['She', 'his']"
I am going to the beach tomorrow.,"['beach', 'tomorrow']",['I']
Could you put some sunscreen on me?,['sunscreen'],"['you', 'me']"
I am going to ski next winter.,['winter'],['I']
The parasol protects me from the sun.,"['parasol', 'sun']",['me']
Do you want to go shopping ?,['shopping'],['you']
I am going to do some shopping for the sales tomorrow.,"['shopping', 'sales', 'tomorrow']",['I']
Are we going out tonight ?,['tonight'],['we']
I am going to try not to fall from the windsurfing board this time.,"['windsurfing', 'board', 'time']",['I']
The little kid is playing with his kite.,"['kid', 'kite']",['his']
There is a surfing spot five kilometers from here.,"['surfing', 'spot', 'kilometers']",['There']
The surfer fell off his surfboard.,"['surfer', 'surfboard']",['his']
He is a very good skier.,['skier'],['He']
They learnt juggling at school.,['school'],['They']
We would like to learn how to juggle.,[],['We']
He plays tennis on Sundays on a private tennis court.,"['tennis', 'Sundays', 'tennis']",['He']
Do you have any music on your computer.,"['music', 'computer']","['you', 'your']"
He plays the piano with a private teacher.,"['piano', 'teacher']",['He']
We are learning how to play the guitar.,['guitar'],['We']
Their violins are badly tuned.,['violins'],['Their']
He had to stop playing percussion instruments because of the neighboors.,"['percussion', 'instruments', 'neighboors']",['He']
They are playing the trumpet together on Fridays.,['trumpet'],['They']
They practice saxophone on Tuesdays.,['saxophone'],['They']
She has been playing the flute since she was a little girl.,"['flute', 'girl']","['She', 'she']"
They went hiking two hours ago.,['hours'],['They']
Athletics championships will take place in Berlin.,"['championships', 'place']",[]
Soccer is almost a religion in this country.,"['Soccer', 'religion', 'country']",[]
You cannot touch the ball with your foot in handball.,"['ball', 'foot', 'handball']","['You', 'your']"
"He is tall, he should play basketball.",['basketball'],"['He', 'he']"
"The ball fell down into the ravine, I am not going to retrieve it.","['ball', 'ravine']","['I', 'it']"
They go fishing on Sundays.,[],['They']
Horse-riding is not exclusively a female sport.,"['Horse', 'riding', 'sport']",[]
They are taking drawing classes together.,"['drawing', 'classes']",['They']
He learns photography in a specialized school.,"['photography', 'school']",['He']
I forgot to take my camera.,['camera'],"['I', 'my']"
How did you find the walk ?,['walk'],['you']
We would like to go camping in the wild.,"['camping', 'wild']",['We']
We would better pitch the tent before night falls.,"['tent', 'night']",['We']
"Despite the sleeping bags, we were very cold last night.","['bags', 'night']",['we']
We are going to sleep in a refuge tonight.,"['refuge', 'tonight']",['We']
He listens to the radio every morning when he has his breakfast.,"['radio', 'morning', 'breakfast']","['He', 'he', 'his']"
He is painting from time to time.,"['time', 'time']",['He']
He paints on a canvas.,['canvas'],['He']
Can you sharpen this pencil ?,['pencil'],['you']
The little boy colors the walls with his felt-tip pen.,"['boy', 'walls', 'tip']",['his']
You have to dip the brushes in the water after using them.,"['brushes', 'water']","['You', 'them']"
I would need binoculars to be able to recognize this bird.,"['binoculars', 'bird']",['I']
Your son is examining insects through a magnifying glass.,"['son', 'insects', 'glass']",['Your']
Children constantly make up new games.,"['Children', 'games']",[]
The children spent the afternoon playing board games.,"['children', 'afternoon', 'playing']",[]
He prefers team sports to individual sports.,"['team', 'sports', 'sports']",['He']
